id,artist,song_title,decade,lyrics,alt_lyrics
19141765,Kurtis Blow,The Bronx,1980s,wait a minute wait a minute rolling over the crest of the hill like a jet propelled job comes daffy duck sample kurt kurt kurtis blow our parties are def and the girlies are pretty in the boogie down bronx town in new york city like the sun will shine in the summertime i dont do no crimes cause i just rhyme i drive a benz and i got a lot of friends up on the concourse where tremont ends or jerome avenue or gun hill road the place where rap started in the days of old,wait minute wait minute rolling crest hill jet propelled job comes daffy duck sample kurt kurt kurtis blow parties are def girlies are pretty boogie down bronx town york city sun shine summertime crimes cause rhyme drive benz got lot friends concourse where tremont ends jerome avenue gun hill road place where rap started days old
15465893,Young MC,Pick Up The Pace 1990,1980s,no one can rock the microphone finer east west north south carolina alex and vivian chillin at mels diner off to china cause i got a show there get my passport then im gonna go there who do i know there i guess no one but i will have fun and i get the job done on the airplane movin like the concord come and join me everybody on board you wont be bored with the stuff im pickin up watch me quicken up and with the pace i pick it up pick up the pace second verse and never cursin rockin the microphone with the style that im rehersin in person that means liver swimmin and slimmin just like a deep sea diver ill arrive uh just to go faster grab the microphone and show that i am the master of disaster cookin up a potion with the funky rhymes to put the people into motion of the ocean movin like the water heres the menu go place your order its a slaughter a felony of chatter and pickin up the pace is the subject matter second verse and never cursin,no rock microphone finer east west north south carolina alex vivian chillin mels diner off china cause got show passport gonna guess fun job done airplane movin concord join me everybody board wont bored stuff pickin watch me quicken pace pick pick pace second verse never cursin rockin microphone style rehersin person means liver swimmin slimmin deep sea diver ill arrive uh faster grab microphone show am master disaster cookin potion funky rhymes people motion ocean movin water heres menu place order slaughter felony chatter pickin pace subject matter second verse never cursin
38038439,Run-DMC,They Call Us Run-D.M.C.,1980s,now that i waxed the crowd im feeling proud and loud shoulda screamed on a sucker but i stepped and bowed now that im back to tract ill attack for fun darryl mack and jack is never wack or lack they call us run dmc run dmc im strapped with rap when i attack im stunning darrly mack on track and im off and running dont sneak this peak because i keep on taking the lead with speed and records keep on breaking i pop and drop all opposition and pop hip hop cause im the top position i ill and chill cause my skill is super for a mill i thrill but im still a trooper ill slay and stay til there are none so romance and dance and prance a to the chants of run dmc run dmc,now waxed crowd feeling proud loud shoulda screamed sucker stepped bowed tract ill attack fun darryl mack jack never wack lack call run dmc run dmc strapped rap attack stunning darrly mack track off running sneak peak keep taking lead speed records keep breaking pop drop opposition pop hip hop cause top position ill chill cause skill super mill thrill trooper ill slay stay til are none romance dance prance chants run dmc run dmc
17538622,Jungle Brothers,Braggin and Boastin,1980s,the jungle brothers miscellaneous braggin and boastin intro afrika mike g sammy b is on the cut sammy b is on the cut sammy b is on the cut sammy beeeeeeeeeeeeeee a ha hah one two g one two a one two g how we gonna do this a what we have here g ya a is the jungle brothers g yeah a on a black piece of wax g yeah my name is mike g a uh huh g on the mix is sammy b first in line to kick the rhyme jungle brother a shazzam g yeah a one big scratch here we go afrika well im a sure shot shooter and im the big shot the big shot yes the biggest and i know im hot say im the baddest just the baddest and im on the top sucker mcs try to stop me but i wont stop as i adjust and discuss all the rhymes i bust i leave em all in the dust when i start the thrust they try to catch me on the mic but im hard to chase im the ace in the place kickin rhymes in your face,the jungle brothers miscellaneous braggin boastin intro afrika mike g sammy cut sammy cut sammy cut sammy beeeeeeeeeeeeeee ha hah g two g gonna g ya jungle brothers g black piece wax g name mike g uh huh g mix sammy line kick rhyme jungle brother shazzam g big scratch afrika sure shot shooter big shot big shot yes biggest hot baddest baddest top sucker mcs try stop me wont stop adjust discuss rhymes bust leave em dust start thrust try catch me mic hard chase ace place kickin rhymes face
52874739,Boogie Down Productions,Poetry (Extended Edit),1980s,one krs one well now youre forced to listen to the teacher and the lesson class is in session so you can stop guessin if this is a tape or a written down memo see i am a professional this is not a demo in fact call it a lecture a visual picture sort of a poetic and rhythm like mixture listen im not dissin but theres somethin that youre missin maybe you should touch reality stop wishin for beats with plenty bass and lyrics said in haste if this meaning doesnt manifest put it to rest i am a poet you try to show it yet blow it it takes concentration for fresh communication observation that is to see without speaking take off your coat take notes i am teachin a class or rather school cause you need schooling i am not a king or queen im not ruling this is anduction to poetry a small dedication to those that might know of me they might know of you and maybe your gang but one things for sure neither one of yall can hang cause yo im like a arrow and scott is the crossbow say something now thought so you seem to be the type that only understand the annihilation and destruction of the next man thats not poetry that is insanity its simply fantasy far from reality poetry is the language of imagination poetry is a form of positive creation,one krs youre forced listen teacher lesson class session stop guessin tape written down memo am professional demo fact call lecture visual picture sort poetic rhythm mixture listen dissin somethin youre missin maybe should touch reality stop wishin beats plenty bass lyrics said haste meaning doesnt manifest rest am poet try show yet blow it takes concentration fresh communication observation without speaking off coat notes am teachin class rather school cause need schooling am king queen ruling anduction poetry small dedication those might me might maybe gang things sure neither yall hang cause yo arrow scott crossbow something thought seem type understand annihilation destruction next man poetry insanity simply fantasy far reality poetry language imagination poetry form positive creation
7450729,Boogie Down Productions,Elementary (dub) (original acetate version),1980s,i hear the same old rhyme the same old style the same old runner has ran the mile see i dont know exactly what you know but what i know is that stuff gotta go usually when i pick up the mic something ill jumps out my mouth for that night i like to talk about fact not fiction i got some fantasy rhymes but just listen everything i write is premeditated suckas wanna fake it i just hate it bitin routines or sayin somethin kinda weak my words are comprehended every time i speak or have spoken no im not jokin please dont sleep i hope you are awoken stop try this again you had enough say when i am the man with the six pack of heineken i get tipsy but never in your life try to dis me cos i dont battle with rhymes i battle with guns knowledge reigns supreme over nearly every one if you take the first letter of what i just sung you spell my name krs one its elementary elementary,i hear same old rhyme same old style same old runner has ran mile exactly know stuff gotta usually pick mic something ill jumps mouth night talk fact fiction got fantasy rhymes listen everything write premeditated suckas wanna fake hate bitin routines sayin somethin kinda weak words are comprehended every speak spoken jokin please sleep hope are awoken stop try again had enough am man six pack heineken tipsy never life try dis me cos battle rhymes battle guns knowledge reigns supreme nearly every letter sung spell name krs elementary elementary
33161202,Boogie Down Productions,Breath Control,1980s,krs one somebody beatboxing let me tell you bout a crew i know ba bum bum called boogie down productions and they steal the show ba bum bum with dj scott larock and krs one ba bum ba ba bum ba bum ba bum bababababababababa with d nice you know the job is done and i know boom ba bum oh yes i know ba boom ba bum i know because im krs one yo check this out beatbox continues in the background krs one breath control heres an example i appeal to the criminal minded you cant find it boy youre still blinded why dont you open your eyes and stop dissin get a prescription to listen sit in the class and ask real fast about a fresh rap youre gettin left back set back kept back get back i dont accept that material your rhymes are artificially flavored like cereal i like clarity so when you come here speak clear and concise and then i might give a little slack to nah wait i take that back if youre wack ill slap fuck that boogie down productions back simply cause we never left,krs somebody beatboxing me tell bout crew ba bum bum called boogie down productions steal show ba bum bum dj scott larock krs ba bum ba ba bum ba bum ba bum bababababababababa d nice job done boom ba bum yes ba boom ba bum krs yo check beatbox continues background krs breath control heres example appeal criminal minded cant find boy youre blinded open eyes stop dissin prescription listen sit class ask real fast fresh rap youre gettin left set kept back accept material rhymes are artificially flavored cereal clarity speak clear concise might little slack nah wait youre wack ill slap fuck boogie down productions simply cause never left
45633430,Sir Mix-A-Lot,The (Peek-A-Boo) Game,1980s,peek a boo this is the true story about a young lady i know peek a boo a walkin zombie product of the system peek a boo now shes play a game by her own rules peek a boo the peak a boo game deceptive her game is in the thick lane pick up tips while you cause some pain hundred dollar bills pot bellies on the prowl pick up your shirt to work is fly but foul a nympho i dont know but she can dance though start the show her system says go naked on the stage but lovin the pay peek a boo is the game the pure never play peek a boo the peep show peek a boo peek a boo peek a boo shes seventeen but claims to be eighteen boss on the tip in the back they do the wild thing sayin please wont get this sleaze to skease goes this skease only gs for fees only works late downtown 1st and pike yours for the night if the moneys right shes a stripper an avenol sipper down with the zipper cause nobody wants to kiss her shes the peek a boo pro yeah you know sportin high heels and swimsuits dancin at the strip show used to have a real name now they call her cocoa cocoa went loco so they paid to see her solo dancin on the stage crowds a rage they fill up the garter belt to keep the girl paid its a trip cause the girls clockin dollars with her hips like a ape doin flips for gratuity tips such a shame shes lookin up the deep throat fame a porno queen with a plastic name,peek boo true story young lady peek boo walkin zombie product system peek boo shes play game her own rules peek boo peak boo game deceptive her game thick lane pick tips while cause pain hundred dollar bills pot bellies prowl pick shirt work fly foul nympho she dance though start show her system says naked stage lovin pay peek boo game pure never play peek boo peep show peek boo peek boo peek boo shes seventeen claims eighteen boss tip wild thing sayin please wont sleaze skease goes skease gs fees works late downtown 1st pike yours night moneys right shes stripper avenol sipper down zipper cause nobody wants kiss her shes peek boo pro sportin high heels swimsuits dancin strip show used real name call her cocoa cocoa went loco paid her solo dancin stage crowds rage fill garter belt keep girl paid trip cause girls clockin dollars her hips ape doin flips gratuity tips such shame shes lookin deep throat fame porno queen plastic name
72600397,The 7A3,Hit 'Em Again,1980s,police maybe punks never our rhymes are slammin and we wont ever become intimidated by the gossip stated instead well strive and let it motivate us cause we are brothers dont try to diss the 3 will get evil and then commit assault with deadly lyrics and make you admit 7a3 we aint havin it when you recover youll try to contend but the 3 will be waitin and well hit you again intellectual seekers seekin intellect so if youre stalkin you better come correct and guaranteed that when i give you a taste its like i buck you in your head and your grill out your face so when they come to your funeral the caskets closed the secrets that you keep are never exposed,police maybe punks never rhymes are slammin wont ever become intimidated gossip stated instead strive motivate cause are brothers try diss 3 evil commit assault deadly lyrics admit 7a3 aint havin recover try contend 3 waitin hit again intellectual seekers seekin intellect youre stalkin better correct guaranteed taste buck head grill face funeral caskets closed secrets keep are never exposed
5603812,C.I.A.,Ill-Legal,1980s,the names have been changed to protect the innocent ah yeah right about now cia is in effect my name is dr dre their producer and we gon cold get retarted a little somethin like this all the guys act eerie why i dont know cause i am darryl but im not joe posse 1 to the mic ice cube thats you kid dee thats me im posse 2 sir jinx is without a doubt posse 3 3rd to the cut boy evidently funky fresh freshly funky kid dee is coldly coolin and my boys we bust out on the west cause i am rulin it schoolin it boy and you dont want none much like a 808 because my bass hums i am ill gettin iller ice cube is illustratin it a brand new cut keep the b boys hatin it dont get paid but thats alright i got the riches of a king when i hold the mic ill legal gettin busy a strong black villain ice cube sir jinx kid dee what chillin yeah west coast style the names have been changed to protect the innocent word now ice cubes gettin busy my girls are dizzy always on the scene with the schoolyard skizzy posse 2 playin def rhyme sayin and at the snooty fox is where im stayin,the names been changed protect innocent ah right cia effect name dr dre producer gon cold retarted little somethin guys act eerie cause am darryl joe posse 1 mic ice cube kid dee me posse 2 sir jinx without doubt posse 3 3rd cut boy evidently funky fresh freshly funky kid dee coldly coolin boys bust west cause am rulin schoolin boy none much 808 bass hums am ill gettin iller ice cube illustratin brand cut keep boys hatin paid alright got riches king hold mic ill legal gettin busy strong black villain ice cube sir jinx kid dee chillin west coast style names been changed protect innocent word ice cubes gettin busy girls are dizzy always scene schoolyard skizzy posse 2 playin def rhyme sayin snooty fox where stayin
7873325,Stetsasonic,Paul's Groove,1980s,[chorus mc delite] on fire on fire on fire on fire on fire on fire on fire on fire on fire [daddy o] we were born to be on got strong and life long our element of song could never steer you wrong we attack like a fleet and burn like the heat we win like a champ and the victory is sweet,[chorus mc delite] fire fire fire fire fire fire fire fire fire [daddy o] were born got strong life long element song never steer wrong attack fleet burn heat win champ victory sweet
52158339,Grandmaster Flash & The Furious Five,The Message (Re-Recorded / Remastered Version),1980s,its like a jungle sometimes it makes me wonder how i keep from going under its like a jungle sometimes it makes me wonder how i keep from going under broken glass everywhere people pissing on the stairs you know they just dont care i cant take the smell cant take the noise got no money to move out i guess i got no choice rats in the front room roaches in the back junkies in the alley with a baseball bat i tried to get away but i couldnt get far cause the man with the tow truck repossessed my car dont push me cause im close to the edge im trying not to lose my head its like a jungle sometimes it makes me wonder how i keep from going under standing on the front stoop hangin out the window watching all the cars go by roaring as the breezes blow a crazy lady livin in a bag eating out of garbage piles used to be a fag hag said she danced the tango skipped the light fandango was circon princess seemed to lost her senses down at the peepshow watching all the creeps so she can tell the stories to the girls back home she went to the city and got so so so ditty she had to get a pimp she couldnt make it on her own dont push me cause im close to the edge im trying not to lose my head its like a jungle sometimes it makes me wonder how i keep from going under its like a jungle sometimes it makes me wonder how i keep from going under my brothers doin bad stole my mothers tv says she watches to much is just not healthy,its jungle sometimes makes me wonder keep going under jungle sometimes makes me wonder keep going under broken glass everywhere people pissing stairs care cant smell cant noise got money move guess got choice rats front room roaches junkies alley baseball bat tried away couldnt far cause man tow truck repossessed car push me cause close edge trying lose head jungle sometimes makes me wonder keep going under standing front stoop hangin window watching cars roaring breezes blow crazy lady livin bag eating garbage piles used fag hag said she danced tango skipped light fandango was circon princess seemed lost her senses down peepshow watching creeps she tell stories girls home she went city got so ditty she had pimp she couldnt her own push me cause close edge trying lose head jungle sometimes makes me wonder keep going under jungle sometimes makes me wonder keep going under brothers doin bad stole mothers tv says she watches much healthy
1608863,Esham,Dream Girl,1980s,well i met this girl i was dazey crazy for the ho the bitch took my feelins and phazed me i know i shoulda watch my back but i didnt so my hate for the ho begins to grow i met her a month ago it wasnt bout money though as far as i could see her personality was cool so i talked and talked my intentions was to bone her but i found myself likeing her and bein all up on her she teased with the pussy had my mind in the twilight zone it was like dial a porn whenever we talked on the phone im asking her wassup when you gone let me hit it she said right now im hot and horny hurry come and get it,well met girl was dazey crazy ho bitch took feelins phazed me shoulda watch didnt hate ho begins grow met her month ago wasnt bout money though far her personality was cool talked talked intentions was bone her found myself likeing her bein her she teased pussy had mind twilight zone was dial porn whenever talked phone asking her wassup gone me hit she said right hot horny hurry it
2308079,Schoolly D,Am I Black Enough for You?,1980s,[cut and scratched x13 you are a negro] [cut and scratched now say it negro] [cut and scratched x3 say it negro] negro good learn to listen well youll get an education [schoolly d] am i black enough for ya america i dont need no { ice until this hair is cut} all i need is my blackness some others seem to lack this black joy and my black vibe gonna be a black man til the day i die im just rough and tough and takin no stuff all i really wanna know yall am i black enough [sung sample x2 am i black enough for ya] am i black enough [sung sample x2 am i black enough for ya] [sung sample,[cut scratched x13 are negro] [cut scratched negro] [cut scratched x3 negro] negro learn listen education [schoolly d] am black enough ya america need { ice hair cut} need blackness others seem lack black joy black vibe gonna black man til day die rough tough takin stuff really wanna yall am black enough [sung sample x2 am black enough ya] am black enough [sung sample x2 am black enough ya] [sung sample
18106307,Jungle Brothers,Acknowledge Your Own History,1980s,you dont know who you are look back into your past brother look back into your past sister you dont know who you are look back into your past sister look back into your past brother my forefather was a king he wore fat gold chains and fat ruby rings nobody believes this to be true maybe its because my eyes aint blue you aint gonna find it in your history book come here young blood and take a look you dig down deep inside this hard cover dont you know you was bought brother all you read about is slavery never about the black mans bravery you look at the pictures and all they show is african people with bones in their noses that aint true thats a lie you didnt get that from my lemon pie yeah i cut class i got a d cause history meant nothing to me,you are past brother past sister are past sister past brother forefather was king he wore fat gold chains fat ruby rings nobody believes true maybe eyes aint blue aint gonna find history book young blood dig down deep inside hard cover was bought brother read slavery never black mans bravery pictures show african people bones noses aint true lie didnt lemon pie cut class got d cause history meant nothing me
17862390,DJ Jazzy Jeff & The Fresh Prince,You Got It (Donut),1980s,[ jazzy jeff on the phone ] hello yeah i talked to him whoa whoa nah you aint got to explain nothin to me see you tried to play my man and end up playin yourself later for you nah matter of fact later for you and your golddiggin girlfriend you put me down with thought i was a donut3x tried to glaze me thought i was a donut3x thought i was a donut you tried to glaze me > rakim [ verse 1 the fresh prince ] this story that im about to tell ya is all about this girl named daliah 57 a gucci queen with gold all over that flowed like a stream i met her in a club on a saturday night the girls jeans were tight and i got hype i thought about talkin to this little miss but i kept seen guy after guy gettin dissed every guy that cracked got flagged but somethin kept sayin you you you bad i walked up and asked her to take a ride i whispered in her ear said my cars outside at first she laughed and said nah not yet then i told her its a vette and she said bet under one condition you gotta let me drive it she kissed me on the lips and i said you got it you got it,[ jazzy jeff phone ] hello talked him whoa whoa nah aint got explain nothin me tried play man end playin yourself later nah matter fact later golddiggin girlfriend me down thought was donut3x tried glaze me thought was donut3x thought was donut tried glaze me > rakim [ verse 1 fresh prince ] story tell ya girl named daliah 57 gucci queen gold flowed stream met her club saturday night girls jeans were tight got hype thought talkin little miss kept seen guy guy gettin dissed every guy cracked got flagged somethin kept sayin you bad walked asked her ride whispered her ear said cars outside she laughed said nah yet told her vette she said bet under condition gotta me drive she kissed me lips said got got it
38143955,Beastie Boys,Ask for Janice,1980s,the best in mens clothing call pauls boutique ask for janice,the best mens clothing call pauls boutique ask janice
